id,binary_label,technique_label,plot_label,text,x,y,emotion_anger,emotion_disgust,emotion_fear,emotion_joy,emotion_neutral,emotion_sadness,emotion_surprise
85514426,1,Evasion|Persuasion or Seduction,Evasion,"Person1: I've been waitin' for you Miss Gibson. I want you to know I've decided to take your case. Person2: Mr. August, I'm not at all sure - Person1: Look. Don't say a word. I've taken an interest in you and I'm willin' to put up my time to help you. Besides, I think I know where to find your sister. Person2: Where? Person1: Wait a minute. This has got a lot of angles. You've got to take it easy. Do you know a Mrs. Redi? Person2: Yes. She bought my sister's business. Person1: That's what she told you. I looked it up at the Hall of Records. Your sister deeded her the business as an outright girt. Person2: Why would Mrs. Redi lie to me? Person1: That's what I tried to find out. Person2: You think my sister is there? Person1: You can't tell. Person2: Can we go there now? Person1: Sister, you can't just go breaking into places. There's a night watchman down there and locks on the door. Person2: If my sister's in that room, it won't make any difference about warrants- and things, I want to go there. Person1: I don't know if I want to go with you or not.",-0.45540618896484375,-0.2787781357765198,0.09092529863119125,0.040130410343408585,0.05105303227901459,0.00994898658245802,0.7345373630523682,0.020422454923391342,0.052982378751039505
85514427,1,Evasion|Accusation,Evasion,"Person1: Who the hell is taking the time to write letters, spreading this shit about me? Person2: It's not really important. Person1: Fine, forget it. It's obvious that we're not going to be friends. Person2: Why are you being so dramatic? Person1: Look, I've got a lot of problems and I'm trying to deal with them and the last thing I need is people spreading shit about me. Person2: Alright, I said I was sorry. Can we start over again? I think we've gotten off on the wrong foot.",0.22555649280548096,0.02666783332824707,0.43383923172950745,0.2168877273797989,0.044081274420022964,0.003850409761071205,0.09580327570438385,0.035482414066791534,0.17005562782287598
85514428,1,Accusation,Accusation,"Person1: Now I didn't mean that, you rat. Person2: Two weeks from tomorrow. Person1: You're going? Person2: You're going.",-0.22535312175750732,0.1340629607439041,0.12941907346248627,0.08844926208257675,0.01224721223115921,0.019167043268680573,0.37288859486579895,0.011348851025104523,0.3664799630641937
85514429,1,Evasion|Rationalization,Evasion,"Person1: Are you seeing somebody else, Nathan? I just have to know. Person2: Of course not. Person1: It would just be helpful to know. Person2: No. Person1: Because, you know, you seem so distant. And you work late every night. And we hardly ever have sex, and when we do, it's... I don't know. It feels different. Person2: I'm just preoccupied. Person1: Do you like my new look? Person2: Yeah. It's nice. It's really good. Person1: I'm trying, you know. I'm trying to be what you want. I want to be what you want, Nathan. All I want is to be what you want. Person2: Shh. It's okay. It's okay, Lila. You're what I want. You know that. You're exactly what I want. Person1: Really? Person2: Sure. Of course. Person1: Because I'm really trying, you know. Rosie says maybe only another two years of the elctrolysis. Person2: That's great. Person1: I've signed up for a ballet class. And look at my nails! A real girl!",-0.5097606778144836,-0.28220754861831665,0.020675405859947205,0.052568864077329636,0.010910187847912312,0.13437311351299286,0.7384698987007141,0.018252534791827202,0.024750012904405594
85514430,1,Persuasion or Seduction,Persuasion or Seduction,"Person1: Having fun yet? No? I'll give you a hint. Remember whatshername? Person2: Shelly? Person1: Miss her? Person2: Yes. Person1: Kill the men who killed you both, and the Day of the Dead will be your reunion.",-0.1851101964712143,-0.14993955194950104,0.18365396559238434,0.07062914222478867,0.018761439248919487,0.2186584174633026,0.4166537821292877,0.05094130337238312,0.040701981633901596
85514431,1,Rationalization,Rationalization,"Person1: Why did you cancel my gym membership? I had plans to go with friends this weekend! Person2: I noticed you've been pushing yourself too hard lately and thought you could use a break. Person1: That wasn't your decision to make. Person2: I’m only doing this for your own good. Sometimes you need someone to force you to take a step back. Person1: I appreciate your concern, but I need to make those decisions for myself.",0.04252371937036514,-0.047717511653900146,0.30140870809555054,0.016059620305895805,0.33860018849372864,0.009292177855968475,0.21406671404838562,0.08540772646665573,0.03516482189297676
85514432,1,Evasion|Brandishing Anger,Evasion,"Person1: Now Amy Person2: It's true. Person1: And who did the voice belong to? Person2: It was just a voice. Person1: Now look, this is the last time you come to me with any such stories I'm sick of this sort of thing. Person2: Daddy, it's true. Person1: Let me be the judge of that.",0.0486317053437233,-0.020382411777973175,0.09163292497396469,0.6843501329421997,0.026153210550546646,0.0029416705947369337,0.1446412354707718,0.014733238145709038,0.03554754704236984
85514433,1,Persuasion or Seduction,Persuasion or Seduction,"Person1: How much you pay me for my help? Person2: I think it's more complicated than that little man. Person1: Put me on the payroll, find out, find out wassup -- Person2: You don't just sign up to be a police officer -- it's about three years of training -- ok? Person1: I'm trained, I'm ready to go, you wanna buy some candy to help underprivelaged youth in the -- Person2: Sorry, little man. Person1: You wanna take my statement, I'll perform for you, gotta get paid though, gotta get PAID. Person2: Why the hell aren't you in school? Person1: No school today. My teacher got sick. Person2: They don't have substitute teachers where you go to school? Person1: Nope. So what'd they find out in there? Person2: That's confidential information, little man. Person1: Tell me what you know, I'll tell you what I know -- Person2: No Can Do. Person1: Leave this one to the detectives, they ain't gonna solve shit, I can help you, make you the man with a plan, give you the gift that I flow -- think fast -- you wanna know who killed that guy?",-0.19244231283664703,-0.09892536699771881,0.15646590292453766,0.11609262973070145,0.08230491727590561,0.016023043543100357,0.4154413044452667,0.12197491526603699,0.09169729053974152
85514434,1,Evasion|Shaming or Belittlement,Evasion,"Person1: I noticed you used my designs without giving me any credit during the presentation. Person2: Oh, that? It's not a big deal. Everyone knew you were a part of it. Person1: That's not the point. It's about acknowledgment and respect. Person2: You're making a mountain out of a molehill. Person1: Proper credit is basic professionalism, Derek. Person2: Maybe if you weren't so hung up on the little things, you'd go further in your career.",-0.42284831404685974,-0.30643802881240845,0.1002458781003952,0.13401438295841217,0.0037291324697434902,0.00317025207914412,0.7243131399154663,0.005306156352162361,0.02922111749649048
85514435,1,Playing Servant Role,Playing Servant Role,"Person1: Please! I'll never let you down again, Mother. Never. I promise. Person2: Then this shall be our little secret. Remember that I see into thy soul as God sees. Thou may fool the world. Even thy father. But not me, Richard. Never me. Person1: Mother, think of me always as your faithful dog ...",0.12266966700553894,-0.02580653876066208,0.3135105073451996,0.08507010340690613,0.39621245861053467,0.007506399881094694,0.1328296810388565,0.05467437207698822,0.010196380317211151
85514436,1,Accusation,Accusation,"Person1: Why are you pulling away from me? I've noticed you've been spending more time with your friends than with me. Person2: It's not like that, Laura. I just need some space sometimes. Person1: I always put you first, unlike others. Why can't you see that? Person2: It's not a competition. I appreciate everything you do for me, but it's important to have a balance. Person1: I just wish you'd recognize the effort I make for us, that's all.",-0.4028230607509613,0.13708359003067017,0.029571019113063812,0.0178297758102417,0.007155226077884436,0.00611931411549449,0.505463719367981,0.01908300258219242,0.414777934551239
85514437,1,Persuasion or Seduction,Persuasion or Seduction,"Person1: How's my little cheerleader? Now I know everyone at your high school isn't so uptight, come on. Person2: Hey really, I don't feel so great. Person1: Let's do it on the coats. It'll be excellent.",-0.031163424253463745,0.19838374853134155,0.007464982569217682,0.0024355966597795486,0.923364520072937,0.013694699853658676,0.033833201974630356,0.003396302927285433,0.015810687094926834
85514438,1,Evasion,Evasion,"Person1: You mean we get `Dave' to nominate you as Vice President. Person2: I was a senator, you know. Person1: Oh, I know. And then when our poor President gets another stroke - - of course much more serious this time - - the newly appointed V.P. becomes the Pres... Person2: What about containment, Alan?",-0.260217547416687,0.1374887228012085,0.035420436412096024,0.11198028177022934,0.06158522143959999,0.008519294671714306,0.3415309190750122,0.1421385109424591,0.29882532358169556
85514439,1,Persuasion or Seduction,Persuasion or Seduction,"Person1: You're making it too easy. Person2: You got time on your side. Pretty soon they'll be missed and we'll have the law up our ass. Person1: They saw you kill the driver. Person2: You're up on your details, aren't you? Person1: You can rely on them to keep quiet because this is undeclared money that could land Jack there in federal prison. He can't afford for you to get caught and have this briefcase appear as evidence. Person2: Keep talking.",0.04333992302417755,-0.22640325129032135,0.40840083360671997,0.16728699207305908,0.01682494767010212,0.005245212931185961,0.3629695475101471,0.023946991190314293,0.01532555092126131
85514440,0,none,none,"Person1: At least you knew about Dr. Judd. Person2: Yes. Person1: And you knew he'd be here. Person2: Yes. And now that I've shown you that I know that much, and can guess more -- will you trust me to look for Jacqueline? Person1: I want you to look for Jacqueline.",-0.5599856376647949,-0.31894588470458984,0.024116842076182365,0.014284450560808182,0.09100943803787231,0.012991500087082386,0.821522057056427,0.011819485574960709,0.024256207048892975
85514441,1,Intimidation,Intimidation,"Person1: No, see, Neil, if you're messing with one of my friends, then you're messing with me. Person2: Don't do that. Person1: What are you going to do? Hm? Person2: If you hit me... Person1: Yeah? Person2: ... my manager will slap an assault charge on your rear faster than you can say AA, okay? Person1: Your manager? Person2: Yeah, man, my manager and my lawyer. Person1: Well, just, you know, have 'em call me. Y-you know where to find me, right? Person2: Oh, yeah, drunk on the corner, man. Hey, why don't you buy another beer. It's on me, okay?",0.3743194043636322,-0.09476988017559052,0.5869996547698975,0.12520484626293182,0.19562867283821106,0.005640196613967419,0.05080476775765419,0.019294733181595802,0.016427241265773773
85514442,0,none,none,"Person1: Baxter, we're a little disappointed in you -- gratitude-wise. Person2: Oh, I'm very grateful.",-0.38792917132377625,-0.046704456210136414,0.018749916926026344,0.014041508547961712,0.0013071073917672038,0.14727053046226501,0.5057528018951416,0.1498941034078598,0.16298407316207886
85514443,1,Evasion,Evasion,"Person1: I hope you're going to invite me in? Person2: Everybody is at home, it's no good. Person1: Let's have a look anyway.",-0.337498277425766,-0.24143077433109283,0.07571105659008026,0.21257539093494415,0.02334095910191536,0.01528433058410883,0.5899401903152466,0.07248092442750931,0.0106671042740345
85514444,1,Rationalization,Rationalization,"Person1: Mary, I swear I wasn't trying to trick you. Person2: Then what did you do it for? Person1: I did it because because I'd never stopped thinking about you and if I didn't find you I knew my life would never be good again.",-0.05719582736492157,0.14566724002361298,0.21728716790676117,0.05844826251268387,0.14399945735931396,0.014818273484706879,0.22477029263973236,0.04781164973974228,0.2928648889064789
85514445,1,Denial|Evasion,Denial,"Person1: Wow, I guess I hit a nerve. Person2: You make it sound like, you know, I have no needs or something. You think I'm too self-sufficient? Person1: Now, Hannah, that's not what I meant, you know. Uh, yeah, everybody relies on you for so much. ""You're so giving. It's not a criticism. We love you. We're grateful."" Person2: You're grateful, but you resent me. Person1: Oh, wow! I don't want to have this conversation. I didn't do anything wrong.",-0.04772655665874481,0.6033551692962646,0.1250544786453247,0.08666406571865082,0.007501928601413965,0.006137332879006863,0.02226986363530159,0.018733836710453033,0.7336384654045105
85514446,1,Intimidation|Brandishing Anger,Intimidation,Person1: When you going to let me work with you? Why you always fucking with me? Person2: Why am I what? Excuse me? I catch you saying the F-word again. I'll kill you. That's a serious promise. Now leave out of here.,0.5823855400085449,-0.1793951541185379,0.8645855784416199,0.04694216698408127,0.04709746688604355,0.003034417750313878,0.010621923953294754,0.012962421402335167,0.014756091870367527
85514447,1,Rationalization|Accusation|Shaming or Belittlement,Rationalization,"Person1: I thought I would accompany you to the airport to say bon voyage... and tell you that Marcel will be going with you. Person2: What? Person1: This is a considerable move up for you, Daniel. The temptation of having so much money might be too much for you. Person2: You don't trust me? Person1: I don't trust anyone. You don't get to the top of this game by trusting people... and after all, you are a thief. It's in your nature to steal. I'm just protecting my investment.",-0.06630544364452362,-0.05173984169960022,0.22539837658405304,0.07450147718191147,0.3011806905269623,0.004519790410995483,0.3058249354362488,0.014804436825215816,0.07377026230096817
85514448,0,none,none,"Person1: Well, there was a time when you were very happy to be only with me. You wanted to learn everything about poetry, about music. Person2: Mm-hm. Person1: Have I really taught you everything I have to give? I don't think so.",-0.13958600163459778,0.10629742592573166,0.0045458232052624226,0.003005677368491888,0.0015684255631640553,0.8432103991508484,0.08479057252407074,0.01455096248537302,0.048328135162591934
85514449,0,none,none,"Person1: Noah was my counselor in my freshman year. That's probably where I got the idea for the icepick. For my book. Funny how the subconscious works. Hazel is my friend. Person2: She wiped out her whole family. Person1: Yes. She's helped me understand homicidal impulse. Person2: Didn't you study it in school? Person1: Only in theory. You know all about homicidal impulse, don't you, shooter? Not in theory -- in practice.",-0.2292967438697815,0.1022983193397522,0.08074473589658737,0.1955501288175583,0.025683440268039703,0.009921197779476643,0.3679346442222595,0.012924401089549065,0.3072415292263031
85514450,0,none,none,"Person1: We know what makes an ant colony strong, don't we? We know that no ant can be an individual. No single ant matters, right? Person2: That's correct, sir! Person1: Not that one. Or that one. Person2: No, sir!",0.11751548945903778,-0.14507292211055756,0.4219599664211273,0.17487101256847382,0.060215581208467484,0.017779480665922165,0.2610560655593872,0.013774077408015728,0.05034384876489639
85514451,0,none,none,"Person1: Yes, what? Person2: Don't answer me. Say what I say.",0.2996843755245209,-0.023818105459213257,0.47214803099632263,0.0587763711810112,0.4084070920944214,0.003763337153941393,0.03224986419081688,0.015903474763035774,0.008751777932047844
85514452,0,none,none,Person1: I couldn't help but notice you pain. Person2: My pain? Person1: It runs deep. Share it with me.,-0.06938428431749344,0.1501089483499527,0.05692484602332115,0.18964603543281555,0.1944156438112259,0.0038182088173925877,0.12602777779102325,0.2728596031665802,0.1563078761100769
85514453,0,none,none,"Person1: I'm your son. And Laureen's son. Person2: Ain't nobody mentioned that name on this farm for 14 years. My boy was taken from me... far as I'm concerned, he's dead. Now, I ain't gonna ask you again. -- Who are you?! Person1: Joseph Macdonald... Your son. Person2: Joseph Macdonald. Damn right, boy. And don't you forget it.",0.0014108885079622269,0.20700699090957642,0.20356865227222443,0.1668556034564972,0.028955994173884392,0.008016711100935936,0.13484619557857513,0.12959817051887512,0.3281587064266205
85514454,1,Denial,Denial,"Person1: Hey, remember that time you borrowed a hundred bucks from me and promised to pay it back by the end of the month? Person2: Hmm, I don't recall that ever happening. Person1: Seriously? We were at Joe's party, and you were practically begging for it. Person2: Joe's party? Oh, that was such a crazy night. But I really don't remember any borrowing. Person1: Come on, it was just last month. You even said you'd pay me back with interest. Person2: Interest? Are you sure you're not mixing me up with someone else? I think you might be mistaken. Person1: I distinctly remember you promising, and I could use that money now. Person2: I wish I could help, but I don't recall that ever happening. Maybe it was someone else who borrowed from you. Person1: Fine, forget it. But you better remember next time when you need a favor from me. Person2: Oh, don't worry, I'll remember when it suits me.",-0.11947618424892426,0.6595115065574646,0.06687786430120468,0.058786775916814804,0.012307298369705677,0.008389719761908054,0.04781872034072876,0.008964627049863338,0.7968549728393555
85514455,1,Persuasion or Seduction,Persuasion or Seduction,"Person1: But Doug...There's something I want you to know. You're the best assignment I ever hand. Really. Person2: I'm honored. Person1: You sure you don't wanna...? For old time's sake. If you don't trust me, you can tie me up. Person2: I didn't know you were so kinky. Person1: It's time you found out.",-0.1950046718120575,0.44813984632492065,0.04183876886963844,0.05514385923743248,0.008664263412356377,0.11394868791103363,0.16809454560279846,0.021361541002988815,0.5909484028816223
85514456,1,Denial,Denial,"Person1: Calm down. Tell me what's wrong. Person2: Something awful happened last night. Person1: What do you mean?! Person2: I... I don't think you want to know. Person1: Cecile, you have to tell me. Person2: It involves your brother. He... took advantage of me. Person1: Does your mother know? Person2: If she knew, she'd kill me. It happened at your house last night. Person1: Why didn't you do something? Person2: I don't know. Person1: So, let me get this straight. You came over to our house late last night and he forced intercourse on you. Person2: Well... not exactly. Person1: He made you give him a blow job. Person2: No. Person1: Well what then?",0.07881306856870651,0.1348782628774643,0.11247973144054413,0.24867521226406097,0.5413873791694641,0.002587796188890934,0.0239008367061615,0.021726131439208984,0.04924289882183075
85514457,1,Accusation|Shaming or Belittlement,Accusation,"Person1: What good can you do? Why are you being so incredibly stupid? Person2: Maybe I didn't know him like you did. But he's my uncle. And I owe it to him to get some answers. It's a quest like, uh, Hemingway, the Old Man and The Sea. Except instead of an old man I'm a young man, and instead of the sea, it's a bunch of tunnels under Paris. And instead of a big fish it's... who knows? That's what I'm going to find out. Au revoir.",0.043414026498794556,0.0854201465845108,0.2965037226676941,0.19004949927330017,0.031966835260391235,0.004586360417306423,0.19755525887012482,0.020982859656214714,0.2583554983139038
85514458,0,none,none,Person1: I'm glad to hear that Zoe's okay. Person2: Are you still in touch? Person1: Not really. The last time I saw her was at that clinic. That was a long time ago. Person2: Which one? Person1: Which one? Person2: Which clinic? Person1: I don't remember the name. It was near a beach. Person2: Sunnyridge. That was a long time,-0.1089690700173378,0.12639835476875305,0.002147418912500143,0.0017096020746976137,0.0007194317295216024,0.9241921305656433,0.03212009370326996,0.0040537333115935326,0.0350576750934124
85514459,1,unlabeled_manipulative,unlabeled_manipulative,"Person1: I got in early. I was excited... Who was that guy? Person2: Oh, that's Will. He's a friend. You'd like him. Person1: Yeah. Person2: Ray, we're just friend. Person1: Every guy in history who tried to pick up a girl did the good-friend thing first. Person2: Why are you being like this?",-0.20825138688087463,0.6560600996017456,0.023143647238612175,0.007593388669192791,0.004370879381895065,0.027042271569371223,0.11554773151874542,0.004956174176186323,0.8173458576202393
85514460,1,Persuasion or Seduction|Intimidation,Persuasion or Seduction,"Person1: Truth is, besides the headache I've come down with a little lower intestinal havoc. Make my apologies. Person2: Come on, El, you're a trooper. I'll get you some Pepto, you'll make one of your patented tributes to the common person, then back to Sacramento. This is no time to lay down on the job. I don't care what the polls say, you can't afford to relax. Look what happened to Bush. Tell you what, if you want to blow off the Sacramento speech, fine. But do this one and we'll get out of the smog.",-0.31244102120399475,-0.2510768175125122,0.09950422495603561,0.22566835582256317,0.02274360880255699,0.007624649442732334,0.5835338234901428,0.055108606815338135,0.005816769320517778
85514461,1,Rationalization|Persuasion or Seduction|Intimidation,Rationalization,"Person1: That's not technically accurate - SIMPSONS murders weren't sexually motivated. Person2: You know that circulation is down for three months in a row. Person1: I heard something like that Person2: Then it's going to be 'I killed for sex'... Listen darling, why won't you let us use your real name for the features - if people knew that it was the ELLEN CARTER writing the features and not just some pseudonym - then we might shift more units. You haven't written anything in four years darling - I know you need this job - and if circulation keeps dropping, there's not going to be a magazine for you to write for...",-0.38098546862602234,-0.18745897710323334,0.09600116312503815,0.1130378469824791,0.011404755525290966,0.0028326199389994144,0.6321430206298828,0.029729783535003662,0.114850714802742
85514462,0,none,none,"Person1: And besides, when you say I make tax- deductible excuses you make me out a criminal. Person2: You couldn't be a criminal if you committed a major crime. Person1: I wish I were. Not an active criminal but... a nice guy with the conscience of a criminal. Next best thing to no conscience at all. Person2: I have to go, Sam. Person1: I can come down next week. Person2: No. Person1: Not even just to see you, to have lunch... in public? Person2: We can see each other, we can even have dinner... but respectably, in my house with my mother's picture on the mantel and my sister helping me broil a big steak for three! Person1: And after the steak... do we send Sister to the movies and turn Mama's picture to the wall? Person2: Sam! No! Person1: All right.",0.034751251339912415,-0.13095815479755402,0.3147704303264618,0.2602902054786682,0.038595639169216156,0.01906578056514263,0.29092326760292053,0.02334549091756344,0.0530092678964138
85514463,1,unlabeled_manipulative,unlabeled_manipulative,Person1: I didn't say that. Why would I say that? Person2: Well Daddy and I were thinking that sometimes people tell a story about what they wish would happen. Person1: I don't want that to happen. Why would I want that to happen? Person2: Well you're telling your teachers and your friends -- Person1: Mass hysteria. Person2: Maybe you're upset that Rachel moved in. Person1: I'm not upset. Why would I be upset? Person2: Look if the truth is you don't feel like talking about this right now that's fine. But don't look me in the eye with a big smile on your face and lie to me. Cause there are only so many lies you're allowed to tell before it starts showing on your face. You wind up looking like...,0.22913524508476257,-0.044142261147499084,0.47959330677986145,0.059475090354681015,0.24018937349319458,0.00394742377102375,0.12660758197307587,0.01317902747541666,0.0770081877708435
85514464,1,Shaming or Belittlement|Intimidation,Shaming or Belittlement,"Person1: Delacroix, wake up, brother man. The reason why they didn't get picked up was because nobody - and I mean NOBODY - niggers and crackers alike wants to see that junk. Person2: I've never been given a fair shot. Person1: You got your head stuck up your ass with your Harvard education and your pretentious ways. Brother man, I'm blacker than you. I'm keepin' it real and you're frontin', trying to be white. Person2: I'm an oreo, a sell out? Because I don't aspire to do HOMEBOYS FROM OUT OF SPACE, SECRET DIARY OF DESMOND PFEIFFER, A PJ's or some as you might put it, some ""nigger"" show? I'm a Tom? I'm whiter than white and you're blacker than black? Is that what you think? Person1: That's exactly what I think. I want you to create something that people want to see. Let's be honest, the majority of the people in the country are deaf, dumb and blind and I'm including 35 million African-Americans. You know and I know ""niggers"" set the trend, set the styles. This is a golden opportunity now. These idiots have to be led to the water. Person2: I'm not sure if I can deliver what you want. Person1: You will or you'll be back at BET so quick you'll never know what hit you. I need a mid-season replacement and pronto. It will be on the fast track.",-0.00810663215816021,-0.09498824179172516,0.24382318556308746,0.326610803604126,0.02675432525575161,0.00619554566219449,0.2917969524860382,0.027609894052147865,0.07720930874347687
85514465,0,none,none,"Person1: Jessie! Are you alright? Person2: I want the money--meet me at the highest point from where you are. Don't do it and we're going to see if your angel here can fly. Copy? Person1: Copy. Jessie, go to the top of Bitker ladder. Person2: Love's a killer, isn't it?",0.3995167315006256,-0.08394326269626617,0.638884961605072,0.03994973748922348,0.2167610079050064,0.007153104525059462,0.042800579220056534,0.017054755240678787,0.03739585354924202
85514466,0,none,none,"Person1: Your money may have been well invested, my friend. Something important may come of all this. Person2: Something important has got to come of it! Do you know that the rent on this place isn't paid? Person1: Is that a fact? Person2: No -- I'm lying to amuse myself! Now look here, I've an idea that will get us out of all this. We haven't twopence between us, but we've got these. Person1: Fire insurance! Person2: Yes, there's our way out. A fire in this place would give us ten thousand pounds.",0.08714207261800766,0.04974593222141266,0.3662111759185791,0.09350898861885071,0.014175545424222946,0.0885816216468811,0.18085187673568726,0.034040577709674835,0.22263021767139435
85514467,1,Playing Victim Role,Playing Victim Role,Person1: What? Person2: Don't give up. You're the only one who can help me. I know it.,0.3781169652938843,-0.08557094633579254,0.6296399831771851,0.08165699988603592,0.11156182736158371,0.004650481976568699,0.06531916558742523,0.041524842381477356,0.065646693110466
